IDSUCURSAL,IDESTANTE,CAPACIDADVOLUMEN,CAPACIDADTOTALVOLUMEN,CAPACIDADPESO,CAPACIDADTOTALPESO,CATEGORIA,NIVELDEABASTECIMIENTO
764,10764,265,278,213,229,109,0
765,10765,298,300,71,77,430,54
766,10766,320,325,150,169,16,22
767,10767,156,174,261,279,945,93
768,10768,251,293,67,127,192,82
769,10769,128,143,285,294,627,61
770,10770,93,108,40,55,846,17
771,10771,380,380,37,75,122,18
772,10772,3,11,236,238,805,7
773,10773,292,295,158,159,700,66
774,10774,206,221,391,425,21,98
775,10775,110,120,153,160,373,43
776,10776,190,212,80,125,544,94
777,10777,39,66,88,124,196,20
778,10778,152,170,311,318,807,86
779,10779,344,354,44,46,261,36
780,10780,392,395,137,182,227,84
781,10781,227,232,98,106,224,92
782,10782,276,280,371,421,478,5
783,10783,176,185,124,139,154,95
784,10784,154,161,344,378,627,46
785,10785,253,254,190,219,329,21
786,10786,209,211,291,336,712,98
787,10787,388,394,92,122,162,24
788,10788,371,390,371,402,503,31
789,10789,27,34,105,140,678,3
790,10790,318,318,97,169,40,48
791,10791,184,226,388,436,792,67
792,10792,116,139,149,168,933,27
793,10793,199,201,372,382,521,36
794,10794,349,365,20,51,825,97
795,10795,89,106,324,348,544,94
796,10796,128,138,303,338,889,63
797,10797,139,173,393,411,436,84
798,10798,49,63,230,233,540,10
799,10799,281,340,339,346,770,79
800,10800,12,14,204,237,705,91
801,10801,155,160,350,366,278,77
802,10802,189,195,42,45,963,45
803,10803,163,210,208,270,989,49
804,10804,95,99,323,331,539,62
805,10805,189,195,170,170,961,24
806,10806,41,50,12,13,46,63
807,10807,263,308,169,192,983,14
808,10808,119,120,164,171,279,29
809,10809,128,129,313,324,920,99
810,10810,109,146,69,85,929,64
811,10811,105,110,209,219,232,3
812,10812,129,174,50,61,746,71
813,10813,116,125,294,340,64,47
814,10814,165,187,47,81,821,34
815,10815,219,272,100,121,757,15
816,10816,169,211,369,372,316,98
817,10817,398,453,143,180,240,15
818,10818,83,87,73,93,214,52
819,10819,91,109,93,143,935,48
820,10820,96,128,239,240,623,30
821,10821,266,290,98,99,849,96
822,10822,109,124,117,149,506,65
823,10823,211,214,120,127,301,89
824,10824,250,318,94,98,607,42
825,10825,5,25,94,103,359,100
826,10826,251,324,72,106,239,28
827,10827,5,6,394,421,722,91
828,10828,396,421,397,398,362,14
829,10829,241,251,94,146,406,69
830,10830,268,298,195,212,490,83
831,10831,106,123,40,53,565,42
832,10832,28,48,131,133,61,71
833,10833,149,184,109,151,239,70
834,10834,77,114,278,307,324,42
835,10835,300,315,259,275,709,56
836,10836,185,221,69,93,317,24
837,10837,271,299,245,267,555,66
838,10838,171,183,256,279,16,81
839,10839,58,115,125,207,404,71
840,10840,259,263,159,175,616,31
841,10841,198,215,254,313,303,11
842,10842,155,176,386,389,240,7
843,10843,267,322,191,236,845,12
844,10844,236,271,60,97,271,64
845,10845,291,310,296,304,361,10
846,10846,167,189,324,334,736,82
847,10847,148,184,185,204,465,16
848,10848,357,376,75,100,987,51
849,10849,166,195,171,180,527,65
850,10850,226,237,327,367,316,14
851,10851,51,60,166,191,651,20
852,10852,42,90,121,170,870,73
853,10853,173,265,29,53,506,84
854,10854,399,399,41,56,69,24
855,10855,190,234,29,33,357,21
856,10856,226,298,345,362,913,6
857,10857,218,221,223,289,910,63
858,10858,113,171,32,78,414,29
859,10859,105,115,11,39,489,81
860,10860,359,375,63,70,323,48
861,10861,2,5,141,154,979,49
862,10862,279,288,226,230,368,51
863,10863,28,46,261,275,342,37
864,10864,391,453,190,240,777,4
865,10865,207,262,60,79,777,89
866,10866,1,63,193,240,977,4
867,10867,374,386,147,154,331,93
868,10868,37,44,221,275,32,52
869,10869,11,17,250,318,583,60
870,10870,221,231,238,239,178,32
871,10871,76,114,67,103,1,13
872,10872,101,132,79,81,750,44
873,10873,38,63,399,457,644,12
874,10874,182,197,309,338,146,55
875,10875,242,289,76,97,158,19
876,10876,103,106,298,318,580,46
877,10877,266,297,378,382,798,84
878,10878,322,331,137,165,496,88
879,10879,324,365,153,206,440,63
880,10880,34,36,97,104,15,22
881,10881,93,148,274,278,193,94
882,10882,55,61,123,131,328,5
883,10883,166,179,3,7,208,47
884,10884,143,144,250,252,561,46
885,10885,255,315,22,42,86,98
886,10886,231,232,244,247,27,55
887,10887,287,311,394,412,236,30
888,10888,176,246,183,228,251,64
889,10889,327,372,167,234,390,10
890,10890,341,342,257,285,389,47
891,10891,161,163,391,435,139,58
892,10892,294,310,231,233,546,61
893,10893,335,351,16,56,515,79
894,10894,4,5,291,300,9,52
895,10895,316,323,18,32,475,61
896,10896,133,149,226,230,991,43
897,10897,104,125,335,344,717,48
898,10898,109,115,56,71,319,49
899,10899,64,96,216,240,182,58
900,10900,157,158,197,202,215,1
901,10901,227,277,345,368,544,8
902,10902,334,345,193,237,730,95
903,10903,204,219,61,95,110,32
904,10904,312,319,130,147,854,28
905,10905,79,80,6,54,143,66
906,10906,250,257,49,58,967,85
907,10907,103,186,199,258,626,3
908,10908,41,49,293,325,829,35
909,10909,110,186,379,393,671,71
910,10910,81,85,231,232,799,93
911,10911,110,114,303,304,223,90
912,10912,375,379,114,173,700,28
913,10913,259,298,132,135,976,63
914,10914,36,40,115,133,686,40
915,10915,146,194,183,195,197,96
916,10916,137,139,80,93,116,81
917,10917,209,256,145,155,680,62
918,10918,303,317,144,165,822,11
919,10919,313,321,197,197,611,18
920,10920,344,354,54,117,587,83
921,10921,292,302,219,245,643,31
922,10922,120,121,182,217,610,96
923,10923,99,107,18,74,494,6
924,10924,383,383,50,87,268,91
925,10925,226,260,324,329,443,22
926,10926,45,86,121,123,791,91
927,10927,389,434,141,151,178,5
928,10928,374,392,91,100,196,74
929,10929,333,383,121,128,698,5
930,10930,265,265,171,235,415,75
931,10931,136,148,69,82,343,41
932,10932,141,192,172,177,380,33
933,10933,100,138,250,256,541,56
934,10934,167,193,71,112,146,70
935,10935,188,218,181,231,551,70
936,10936,145,178,232,243,51,13
937,10937,157,157,270,294,503,78
938,10938,252,260,139,201,307,45
939,10939,368,404,131,151,313,95
940,10940,376,392,315,350,43,23
941,10941,399,427,371,371,423,77
942,10942,287,364,271,280,709,93
943,10943,108,118,358,432,554,44
944,10944,92,92,316,339,361,59
945,10945,339,362,276,297,799,17
946,10946,362,367,235,248,278,86
947,10947,369,380,204,253,341,9
948,10948,113,123,318,319,311,66
949,10949,225,232,260,300,322,43
950,10950,120,123,222,243,457,3
951,10951,223,259,74,111,217,34
952,10952,290,299,120,151,954,76
953,10953,125,125,113,122,169,70
954,10954,108,177,177,178,828,18
955,10955,224,228,221,249,327,4
956,10956,121,126,86,136,767,35
957,10957,273,287,352,371,560,84
958,10958,35,76,326,363,167,70
959,10959,86,96,377,411,326,25
960,10960,260,263,8,17,502,93
961,10961,13,15,344,378,322,97
962,10962,20,35,262,269,935,80
963,10963,69,89,188,234,644,81
964,10964,358,359,153,180,244,74
965,10965,375,434,101,103,894,9
966,10966,318,364,117,127,19,91
967,10967,146,170,390,433,165,49
968,10968,318,325,359,365,617,1
969,10969,125,125,226,260,822,86
970,10970,115,136,286,302,418,59
971,10971,319,337,211,232,842,97
972,10972,72,142,121,139,443,20
973,10973,96,108,186,187,478,62
974,10974,355,401,289,308,451,90
975,10975,328,334,125,165,253,10
976,10976,26,27,315,372,714,8
977,10977,39,66,397,411,959,81
978,10978,340,344,71,77,926,5
979,10979,219,230,258,262,124,54
980,10980,170,227,108,124,448,29
981,10981,16,46,138,162,144,78
982,10982,107,139,264,268,865,30
983,10983,235,298,223,258,411,60
984,10984,399,444,369,395,98,5
985,10985,99,123,57,60,505,73
986,10986,175,203,354,387,113,48
987,10987,375,408,189,208,23,29
988,10988,339,355,12,13,900,67
989,10989,129,212,367,373,877,29
990,10990,160,196,310,362,47,3
991,10991,78,153,142,150,496,58
992,10992,13,32,378,379,924,25
993,10993,129,164,329,354,431,46
994,10994,123,150,15,25,78,53
995,10995,218,228,53,53,726,67
996,10996,316,339,235,265,250,1
997,10997,60,66,251,332,774,85
998,10998,100,127,166,168,213,35
999,10999,84,102,217,224,95,35
1000,11000,100,105,376,389,161,33
1,11001,240,263,274,275,181,26
2,11002,122,159,166,166,674,69
3,11003,64,67,19,20,179,46
4,11004,28,57,377,462,497,61
5,11005,325,336,9,10,718,46
6,11006,338,351,91,116,529,41
7,11007,29,62,150,203,380,58
8,11008,144,146,330,338,145,31
9,11009,247,284,227,236,775,5
10,11010,303,384,240,270,425,78
11,11011,162,203,205,228,986,12
12,11012,218,259,222,222,755,52
13,11013,274,290,145,206,645,77
14,11014,192,244,52,83,537,50
15,11015,339,346,101,129,932,45
16,11016,92,93,379,411,4,22
17,11017,36,41,299,327,306,16
18,11018,156,158,133,146,388,8
19,11019,131,135,198,202,955,63
20,11020,284,314,151,207,727,80
21,11021,27,42,180,252,539,21
22,11022,248,312,98,130,986,21
23,11023,309,311,79,81,71,29
24,11024,72,75,112,158,330,41
25,11025,41,43,25,45,254,79
26,11026,36,44,232,257,385,11
27,11027,70,139,19,56,797,69
28,11028,109,124,313,386,123,8
29,11029,102,116,286,345,694,16
30,11030,11,35,47,54,401,32
31,11031,116,120,340,375,350,41
32,11032,78,88,397,411,413,6
33,11033,135,157,145,177,920,36
34,11034,383,450,199,206,364,20
35,11035,215,245,126,127,555,89
36,11036,149,160,212,249,398,51
37,11037,294,301,200,201,96,25
38,11038,1,6,323,366,397,9
39,11039,375,421,61,77,822,24
40,11040,136,149,188,216,785,36
41,11041,251,265,293,367,297,51
42,11042,374,434,292,355,469,80
43,11043,65,83,78,101,555,39
44,11044,78,144,351,359,105,50
45,11045,285,288,365,371,614,63
46,11046,335,400,111,118,131,60
47,11047,298,303,291,389,864,99
48,11048,225,232,333,344,353,75
49,11049,80,112,131,136,345,22
50,11050,175,182,15,24,401,22
51,11051,40,55,142,182,620,41
52,11052,173,188,390,394,87,73
53,11053,154,210,315,333,514,87
54,11054,73,81,300,315,776,71
55,11055,290,327,14,38,861,71
56,11056,345,364,137,153,952,77
57,11057,334,354,101,106,757,92
58,11058,190,204,342,374,552,39
59,11059,195,208,88,92,598,92
60,11060,16,79,184,201,644,8
61,11061,64,83,156,230,426,94
62,11062,72,165,72,72,39,80
63,11063,333,341,19,19,118,93
64,11064,168,207,210,224,888,8
65,11065,256,282,183,193,700,37
66,11066,103,103,256,266,947,11
67,11067,175,182,65,118,318,30
68,11068,346,391,77,146,704,71
69,11069,372,380,1,6,932,43
70,11070,265,268,335,409,549,89
71,11071,386,432,198,203,732,8
72,11072,321,337,348,350,986,61
73,11073,17,28,341,348,972,39
74,11074,189,230,45,48,176,26
75,11075,357,364,364,389,894,95
76,11076,55,56,23,93,749,63
77,11077,238,245,204,224,125,70
78,11078,398,411,17,24,353,91
79,11079,13,26,113,122,956,33
80,11080,81,85,355,391,903,87
81,11081,146,146,227,243,36,56
82,11082,105,125,96,102,75,84
83,11083,189,190,364,369,140,49
84,11084,250,312,242,334,773,11
85,11085,63,65,222,228,530,97
86,11086,95,169,85,124,573,43
87,11087,204,238,288,326,708,85
88,11088,221,277,344,351,815,55
89,11089,350,356,348,349,522,73
90,11090,16,16,249,278,969,61
91,11091,191,207,36,85,777,28
92,11092,277,319,102,134,233,64
93,11093,156,174,208,211,376,61
94,11094,311,369,286,333,765,3
95,11095,393,401,231,244,502,80
96,11096,127,138,64,78,428,43
97,11097,65,66,135,229,368,82
98,11098,222,244,368,431,547,19
99,11099,17,27,314,331,159,1
100,11100,270,270,211,211,846,12
101,11101,107,160,255,298,88,89
102,11102,282,284,324,356,688,19
103,11103,231,327,225,226,344,25
104,11104,243,252,262,263,862,56
105,11105,11,22,54,57,624,42
106,11106,103,112,97,111,920,9
107,11107,302,341,198,248,48,32
108,11108,110,188,143,146,23,14
109,11109,298,302,392,409,20,85
110,11110,182,187,75,100,195,35
111,11111,361,362,220,221,110,13
112,11112,299,308,191,193,424,34
113,11113,279,299,340,348,958,74
114,11114,308,315,216,237,718,71
115,11115,371,434,73,77,442,94
116,11116,246,301,72,89,226,47
117,11117,55,59,78,96,913,38
118,11118,395,398,6,14,982,5
119,11119,376,398,392,439,14,96
120,11120,173,229,109,178,888,32
121,11121,346,380,171,251,505,70
122,11122,87,91,331,338,641,92
123,11123,189,202,191,227,105,51
124,11124,345,371,178,179,91,49
125,11125,145,193,213,292,551,7
126,11126,389,400,342,348,506,41
127,11127,21,22,75,110,80,22
128,11128,76,85,120,197,787,59
129,11129,246,266,47,62,242,17
130,11130,281,297,208,259,300,15
131,11131,140,144,44,54,885,85
132,11132,246,280,282,295,862,2
133,11133,57,59,356,405,276,79
134,11134,282,309,267,294,300,78
135,11135,294,341,80,91,711,99
136,11136,328,332,345,364,275,96
137,11137,318,319,397,408,509,59
138,11138,87,127,348,376,33,30
139,11139,198,198,261,268,153,67
140,11140,288,295,67,125,936,80
141,11141,238,297,371,421,688,42
142,11142,326,343,157,169,372,79
143,11143,314,376,199,218,121,92
144,11144,29,83,155,166,224,29
145,11145,173,180,266,277,966,30
146,11146,276,277,298,305,708,31
147,11147,203,287,338,344,937,51
148,11148,391,395,8,14,754,95
149,11149,127,129,36,68,391,62
150,11150,44,84,49,64,458,3
151,11151,253,338,140,218,115,32
152,11152,288,362,66,68,359,12
153,11153,95,111,103,137,247,18
154,11154,152,183,333,335,528,57
155,11155,15,21,236,238,28,80
156,11156,385,395,300,317,593,7
157,11157,366,373,285,322,484,50
158,11158,77,77,104,147,763,91
159,11159,379,417,177,181,6,91
160,11160,8,29,79,83,656,1
161,11161,41,105,174,195,709,42
162,11162,39,75,86,89,87,53
163,11163,264,265,368,371,427,76
164,11164,356,389,247,258,218,21
165,11165,142,142,107,153,963,96
166,11166,329,332,221,252,781,76
167,11167,338,377,72,101,887,21
168,11168,101,154,289,292,529,72
169,11169,342,345,66,107,493,16
170,11170,304,346,143,179,34,80
171,11171,97,159,374,426,994,73
172,11172,375,384,334,374,550,2
173,11173,46,88,327,342,574,7
174,11174,28,87,300,303,203,10
175,11175,284,307,328,360,929,8
176,11176,38,46,350,354,530,96
177,11177,220,273,119,186,118,37
178,11178,281,312,334,366,811,97
179,11179,125,149,68,80,615,48
180,11180,13,23,240,268,866,26
181,11181,283,341,31,31,249,6
182,11182,164,164,34,106,195,97
183,11183,57,59,379,463,716,69
184,11184,257,289,159,217,47,88
185,11185,151,169,113,113,332,80
186,11186,256,256,336,361,733,59
187,11187,366,387,353,355,429,63
188,11188,304,316,121,131,357,22
189,11189,59,79,340,342,337,0
190,11190,5,7,207,217,483,16
191,11191,360,365,15,20,721,4
192,11192,310,323,145,151,908,68
193,11193,251,302,62,89,120,90
194,11194,82,82,181,198,980,69
195,11195,124,135,190,201,213,25
196,11196,76,94,30,85,821,84
197,11197,318,409,209,220,304,85
198,11198,305,326,144,162,240,56
199,11199,367,397,228,243,282,14
200,11200,270,289,382,390,925,38
201,11201,106,121,131,132,514,95
202,11202,230,305,372,377,460,38
203,11203,386,401,137,149,806,27
204,11204,297,300,147,176,646,23
205,11205,325,416,251,274,507,23
206,11206,242,287,24,58,301,15
207,11207,197,201,78,118,54,3
208,11208,196,197,351,359,285,51
209,11209,195,250,388,424,783,66
210,11210,345,384,15,86,692,6
211,11211,250,286,54,62,997,93
212,11212,179,189,83,88,138,94
213,11213,309,320,169,229,684,34
214,11214,104,158,393,400,305,31
215,11215,216,221,332,347,51,34
216,11216,372,433,71,93,904,52
217,11217,109,161,54,70,84,67
218,11218,344,346,17,49,4,83
219,11219,362,405,186,280,163,15
220,11220,7,18,44,74,289,51
221,11221,64,73,268,268,338,19
222,11222,49,55,352,378,176,47
223,11223,56,79,303,323,47,85
224,11224,317,318,360,364,900,69
225,11225,201,214,105,130,668,58
226,11226,283,296,331,347,494,27
227,11227,311,319,312,337,65,59
228,11228,172,226,141,177,882,59
229,11229,350,370,89,92,130,87
230,11230,40,55,147,149,261,60
231,11231,65,74,143,143,147,61
232,11232,317,325,139,202,772,35
233,11233,315,325,307,322,866,86
234,11234,224,255,91,165,64,2
235,11235,345,345,325,365,422,23
236,11236,373,414,260,270,552,40
237,11237,146,152,387,403,266,38
238,11238,187,228,96,142,296,15
239,11239,83,98,327,339,35,95
240,11240,216,276,100,151,35,89
241,11241,77,103,286,294,920,57
242,11242,265,320,94,142,850,99
243,11243,91,116,80,84,795,32
244,11244,194,231,99,116,712,80
245,11245,209,264,192,194,410,47
246,11246,112,182,33,92,837,54
247,11247,289,289,191,220,328,95
248,11248,97,140,70,120,528,17
249,11249,233,235,113,177,538,44
250,11250,290,334,303,320,313,11
251,11251,245,246,341,410,942,7
252,11252,27,57,247,247,857,87
253,11253,0,8,228,257,800,92
254,11254,202,216,361,367,982,68
255,11255,355,385,6,34,789,75
256,11256,111,113,204,232,758,51
257,11257,37,71,119,146,138,6
258,11258,30,36,91,95,664,67
259,11259,217,220,39,42,124,34
260,11260,350,350,323,335,552,87
261,11261,309,384,314,320,531,15
262,11262,185,228,232,276,954,83
263,11263,348,436,304,326,889,2
264,11264,309,337,325,330,624,98
265,11265,43,66,207,210,970,54
266,11266,55,57,54,80,554,75
267,11267,85,96,73,153,726,70
268,11268,223,273,209,269,780,88
269,11269,186,254,310,311,209,25
270,11270,133,164,160,183,386,18
271,11271,262,347,388,393,152,62
272,11272,170,208,173,185,646,1
273,11273,46,63,189,192,782,66
274,11274,340,363,19,70,404,28
275,11275,300,315,183,235,403,15
276,11276,206,212,68,89,846,93
277,11277,7,47,341,360,89,43
278,11278,151,210,67,68,520,98
279,11279,341,349,100,132,12,51
280,11280,150,151,250,259,792,46
281,11281,328,364,43,43,939,14
282,11282,324,326,235,237,828,89
283,11283,393,447,8,35,840,85
284,11284,296,315,304,310,237,72
285,11285,305,355,195,208,949,15
286,11286,258,319,328,331,100,31
287,11287,36,43,301,327,622,88
288,11288,271,305,307,309,983,79
289,11289,128,159,100,119,743,78
290,11290,380,388,341,388,360,58
291,11291,161,170,165,206,84,89
292,11292,11,75,33,74,195,8
293,11293,276,334,210,253,208,23
294,11294,107,108,289,321,661,18
295,11295,88,147,46,94,19,82
296,11296,301,352,384,393,512,19
297,11297,395,436,371,374,413,75
298,11298,150,179,86,93,342,53
299,11299,265,288,237,289,398,72
300,11300,10,49,68,112,504,59
301,11301,161,194,389,407,942,16
302,11302,232,283,114,118,956,45
303,11303,178,196,217,226,586,56
304,11304,379,404,182,234,897,20
305,11305,309,344,46,56,480,91
306,11306,19,23,89,94,444,31
307,11307,53,60,288,334,322,3
308,11308,15,38,349,412,221,4
309,11309,62,91,99,162,591,64
310,11310,353,374,182,239,123,55
311,11311,377,396,377,423,568,86
312,11312,395,431,50,123,113,74
313,11313,211,238,199,206,635,9
314,11314,235,267,160,192,40,23
315,11315,139,144,285,298,500,45
316,11316,289,372,95,108,992,55
317,11317,78,86,75,84,660,24
318,11318,254,257,21,82,526,74
319,11319,178,210,84,92,344,92
320,11320,255,306,207,226,849,65
321,11321,142,155,372,418,428,7
322,11322,334,370,78,109,75,95
323,11323,63,82,102,133,494,33
324,11324,244,245,184,217,651,15
325,11325,256,274,86,100,914,99
326,11326,63,69,323,326,603,64
327,11327,71,78,203,213,335,5
328,11328,160,160,236,277,348,88
329,11329,234,276,240,246,938,67
330,11330,125,178,292,343,684,21
331,11331,252,256,245,256,249,72
332,11332,339,357,123,134,668,47
333,11333,367,369,204,258,326,85
334,11334,81,84,278,291,314,38
335,11335,252,286,107,131,549,82
336,11336,169,180,114,115,43,32
337,11337,138,155,165,183,286,26
338,11338,99,99,12,13,125,2
339,11339,311,313,53,55,882,53
340,11340,22,36,294,337,560,9
341,11341,125,188,171,209,411,57
342,11342,203,215,221,265,641,45
343,11343,170,172,215,229,315,93
344,11344,253,266,277,283,165,10
345,11345,176,182,350,408,556,67
346,11346,134,136,276,284,343,69
347,11347,351,362,398,413,201,46
348,11348,283,287,88,131,601,4
349,11349,64,135,51,54,411,47
350,11350,131,142,114,144,460,75
351,11351,193,205,76,112,358,69
352,11352,114,115,39,59,384,7
353,11353,43,117,265,278,513,75
354,11354,199,283,19,32,818,25
355,11355,27,85,365,369,765,5
356,11356,20,72,281,326,175,82
357,11357,150,174,127,134,700,45
358,11358,29,81,97,99,629,69
359,11359,220,246,65,110,907,78
360,11360,293,345,309,335,276,84
361,11361,122,203,47,50,495,89
362,11362,178,182,323,340,150,6
363,11363,34,60,61,77,934,79
364,11364,48,62,277,316,574,42
365,11365,235,243,129,143,594,33
366,11366,188,196,284,329,755,60
367,11367,14,14,155,165,189,95
368,11368,228,231,248,255,91,43
369,11369,216,235,58,102,905,31
370,11370,95,110,344,430,946,66
371,11371,127,165,318,344,44,17
372,11372,370,387,34,41,376,21
373,11373,371,384,1,21,306,31
374,11374,391,466,177,195,124,77
375,11375,196,206,210,231,647,55
376,11376,210,253,171,188,407,91
377,11377,367,386,183,187,238,1
378,11378,265,358,30,80,926,100
379,11379,101,102,368,368,966,79
380,11380,63,81,357,371,538,27
381,11381,154,159,333,363,614,35
382,11382,317,319,13,68,252,34
383,11383,215,234,385,390,243,15
384,11384,166,173,363,381,824,96
385,11385,222,265,164,215,541,66
386,11386,117,118,340,341,621,9
387,11387,190,250,83,100,455,99
388,11388,319,372,141,149,747,9
389,11389,368,403,188,216,838,38
390,11390,154,206,47,114,757,22
391,11391,364,406,255,263,362,30
392,11392,370,412,386,470,653,9
393,11393,267,316,13,13,466,43
394,11394,209,211,138,178,26,65
395,11395,22,73,51,90,113,59
396,11396,206,207,293,307,554,27
397,11397,271,350,386,438,359,83
398,11398,369,374,246,292,689,42
399,11399,204,206,65,70,958,58
400,11400,249,251,135,177,851,93
401,11401,273,311,136,191,8,97
402,11402,160,162,370,430,183,41
403,11403,191,249,120,136,487,18
404,11404,271,297,170,211,164,44
405,11405,15,26,1,2,565,19
406,11406,260,280,102,139,616,32
407,11407,374,382,193,253,866,5
408,11408,296,312,138,183,80,29
409,11409,23,109,399,419,309,92
410,11410,186,191,57,77,561,18
411,11411,40,46,200,256,935,99
412,11412,395,440,199,238,596,68
413,11413,59,86,320,340,217,78
414,11414,292,316,292,376,21,23
415,11415,324,394,235,248,52,98
416,11416,13,46,331,368,249,13
417,11417,62,137,274,307,359,70
418,11418,383,400,112,140,207,71
419,11419,241,332,82,151,40,47
420,11420,185,197,159,178,72,10
421,11421,280,321,363,401,251,69
422,11422,269,326,309,310,118,70
423,11423,371,394,384,416,785,89
424,11424,252,279,388,396,48,97
425,11425,243,273,182,230,212,98
426,11426,172,185,143,177,433,69
427,11427,161,176,181,184,249,70
428,11428,98,99,121,125,140,72
429,11429,358,370,181,234,856,99
430,11430,342,378,96,178,604,70
431,11431,163,167,177,182,917,23
432,11432,161,220,343,343,862,21
433,11433,249,273,312,315,668,85
434,11434,111,171,400,402,473,58
435,11435,35,100,78,143,788,48
436,11436,378,399,6,8,415,90
437,11437,66,68,297,315,462,76
438,11438,10,16,206,220,792,68
439,11439,8,95,316,327,502,52
440,11440,159,200,319,340,874,87
441,11441,236,236,274,320,885,10
442,11442,167,185,130,221,560,50
443,11443,102,102,237,283,940,31
444,11444,346,348,96,141,548,63
445,11445,126,177,288,330,699,48
446,11446,29,77,273,273,568,24
447,11447,96,110,44,49,989,60
448,11448,301,334,59,62,183,70
449,11449,269,355,376,427,909,85
450,11450,381,383,127,131,496,15
451,11451,304,335,248,265,465,94
452,11452,108,110,50,53,826,73
453,11453,262,263,193,205,266,92
454,11454,238,282,31,67,408,89
455,11455,132,135,59,102,676,7
456,11456,158,180,63,82,333,69
457,11457,349,359,335,426,665,4
458,11458,49,66,270,296,9,19
459,11459,8,68,102,109,76,31
460,11460,116,124,7,26,991,48
461,11461,395,399,397,438,962,1
462,11462,30,32,310,318,326,97
463,11463,48,95,143,170,286,82
464,11464,325,414,366,375,274,59
465,11465,92,99,52,57,924,50
466,11466,266,288,228,280,16,5
467,11467,215,216,393,420,893,23
468,11468,304,347,311,402,597,9
469,11469,238,262,111,126,46,57
470,11470,254,265,271,283,425,76
471,11471,60,70,244,250,821,84
472,11472,323,335,358,372,759,50
473,11473,94,102,84,116,799,10
474,11474,321,408,189,197,749,7
475,11475,111,112,79,109,923,54
476,11476,325,347,277,291,986,9
477,11477,129,154,3,10,562,68
478,11478,75,95,392,393,812,77
479,11479,107,178,60,69,590,44
480,11480,41,85,27,47,952,13
481,11481,106,128,146,162,591,98
482,11482,5,12,306,343,7,43
483,11483,96,118,333,335,211,60
484,11484,271,272,318,326,97,79
485,11485,343,353,59,150,924,53
486,11486,332,355,372,373,459,45
487,11487,379,430,181,194,346,35
488,11488,86,87,369,430,38,84
489,11489,38,40,96,100,529,3
490,11490,284,303,329,338,48,44
491,11491,251,274,226,233,4,40
492,11492,59,69,331,344,978,30
493,11493,374,393,373,383,129,18
494,11494,172,185,92,107,726,91
495,11495,289,301,247,260,501,61
496,11496,261,281,152,161,553,45
497,11497,48,85,227,303,237,86
498,11498,309,391,300,317,754,51
499,11499,121,146,342,342,27,17
500,11500,103,121,230,248,109,27
501,11501,14,31,191,249,527,20
502,11502,379,386,342,377,534,48
503,11503,124,130,76,77,116,16
504,11504,251,269,356,405,174,69
505,11505,326,338,299,350,684,83
506,11506,345,377,206,206,114,59
507,11507,197,232,316,332,691,41
508,11508,124,149,388,396,338,93
509,11509,100,130,311,315,632,45
510,11510,384,412,229,232,508,73
511,11511,181,194,216,261,871,27
512,11512,358,376,364,388,347,14
513,11513,150,175,108,172,509,80
514,11514,337,352,197,246,388,20
515,11515,134,148,335,339,636,10
516,11516,131,147,54,65,662,62
517,11517,389,411,167,180,141,49
518,11518,257,275,26,36,60,57
519,11519,79,90,71,87,402,1
520,11520,115,116,287,287,598,20
521,11521,238,276,42,109,200,38
522,11522,261,267,350,352,51,23
523,11523,357,366,226,235,718,38
524,11524,252,320,303,309,49,82
525,11525,218,239,21,37,650,61
526,11526,33,105,86,115,529,19
527,11527,9,50,329,362,420,40
528,11528,344,373,344,357,72,79
529,11529,87,120,256,277,726,10
530,11530,209,224,152,222,910,88
531,11531,302,320,350,366,731,85
532,11532,263,275,109,132,595,25
533,11533,167,175,164,207,687,65
534,11534,313,382,200,204,562,32
535,11535,242,298,189,203,969,19
536,11536,170,175,43,44,312,96
537,11537,161,179,397,480,678,45
538,11538,344,404,23,31,320,77
539,11539,189,213,312,316,943,2
540,11540,313,364,214,216,833,23
541,11541,226,236,39,48,558,21
542,11542,214,282,305,327,299,66
543,11543,308,313,140,163,82,10
544,11544,299,366,1,1,516,24
545,11545,73,91,135,150,372,96
546,11546,343,381,367,404,490,50
547,11547,204,223,137,162,103,49
548,11548,199,224,268,278,928,14
549,11549,233,251,355,377,875,6
550,11550,59,62,179,186,584,6
551,11551,25,83,70,99,222,16
552,11552,46,128,113,179,197,87
553,11553,301,315,115,115,679,84
554,11554,309,321,320,369,637,14
555,11555,392,399,56,61,837,78
556,11556,108,156,95,133,761,59
557,11557,351,361,209,230,485,54
558,11558,188,226,8,83,39,1
559,11559,31,55,117,131,434,48
560,11560,28,81,103,104,494,7
561,11561,392,401,380,407,560,55
562,11562,386,408,310,336,432,40
563,11563,347,385,40,66,293,69
564,11564,294,295,154,191,327,43
565,11565,69,95,160,166,269,51
566,11566,347,349,159,221,344,80
567,11567,230,255,119,171,810,88
568,11568,76,91,284,288,985,23
569,11569,77,89,46,74,378,4
570,11570,332,336,107,121,628,51
571,11571,132,170,70,89,263,44
572,11572,338,355,263,272,703,96
573,11573,312,319,222,231,345,92
574,11574,310,360,130,177,563,89
575,11575,297,328,220,222,542,32
576,11576,313,342,148,174,464,73
577,11577,9,12,121,127,659,97
578,11578,92,104,291,313,41,94
579,11579,170,230,91,96,122,25
580,11580,18,30,202,207,958,23
