IDSUCURSAL,IDBODEGA,CAPACIDADVOLUMEN,CAPACIDADTOTALVOLUMEN,CAPACIDADPESO,CAPACIDADTOTALPESO,CATEGORIA
989,10989,301,318,397,399,798
990,10990,236,245,290,298,736
991,10991,181,198,284,289,593
992,10992,229,257,145,146,691
993,10993,312,318,94,116,323
994,10994,349,365,319,321,150
995,10995,366,374,110,134,516
996,10996,146,147,105,118,114
997,10997,380,389,173,218,954
998,10998,395,460,39,86,598
999,10999,311,346,215,290,994
1000,11000,243,243,293,305,798
1,11001,111,120,79,89,933
2,11002,231,270,174,204,703
3,11003,81,92,75,95,54
4,11004,152,218,211,233,979
5,11005,237,258,75,122,895
6,11006,356,428,23,86,150
7,11007,51,71,340,391,236
8,11008,330,381,321,343,43
9,11009,259,291,353,368,410
10,11010,141,156,82,91,803
11,11011,45,73,217,273,842
12,11012,8,15,352,361,146
13,11013,392,447,82,101,418
14,11014,16,53,303,312,249
15,11015,96,143,15,50,593
16,11016,141,144,246,247,574
17,11017,25,55,253,258,6
18,11018,242,269,89,143,133
19,11019,396,410,252,275,906
20,11020,151,210,382,387,841
21,11021,286,325,97,104,314
22,11022,365,378,354,372,994
23,11023,374,379,174,176,331
24,11024,240,242,289,351,501
25,11025,96,133,362,377,456
26,11026,313,346,344,422,888
27,11027,144,158,282,298,417
28,11028,243,297,208,215,890
29,11029,363,403,29,34,628
30,11030,271,352,87,162,567
31,11031,382,384,39,93,752
32,11032,129,131,366,417,281
33,11033,110,151,91,98,656
34,11034,306,352,195,196,440
35,11035,257,294,62,85,838
36,11036,167,172,327,342,144
37,11037,221,258,298,308,732
38,11038,53,107,176,182,552
39,11039,121,124,105,142,367
40,11040,185,185,125,132,481
41,11041,284,285,361,375,871
42,11042,367,418,211,213,280
43,11043,151,228,249,271,763
44,11044,2,55,32,32,853
45,11045,128,148,248,270,277
46,11046,155,173,220,250,677
47,11047,70,73,52,54,609
48,11048,177,213,340,361,911
49,11049,229,229,180,182,238
50,11050,170,183,122,124,471
51,11051,260,264,86,91,763
52,11052,91,91,392,453,29
53,11053,324,356,305,371,383
54,11054,267,276,106,106,76
55,11055,141,147,87,172,75
56,11056,61,116,142,215,632
57,11057,11,30,184,262,11
58,11058,147,166,253,277,664
59,11059,62,102,194,204,604
60,11060,342,357,133,164,591
61,11061,214,264,214,252,122
62,11062,395,397,258,304,924
63,11063,232,234,155,162,362
64,11064,40,92,113,163,607
65,11065,91,130,373,384,161
66,11066,314,328,132,149,834
67,11067,190,240,158,178,189
68,11068,341,346,380,439,676
69,11069,180,186,291,344,609
70,11070,79,86,226,228,42
71,11071,16,28,369,417,671
72,11072,89,144,32,75,934
73,11073,173,201,77,79,667
74,11074,194,236,331,346,615
75,11075,185,224,189,191,232
76,11076,310,314,164,175,960
77,11077,154,166,26,79,326
78,11078,56,67,140,141,182
79,11079,114,121,273,333,195
80,11080,315,320,62,98,458
81,11081,143,184,306,347,92
82,11082,218,229,172,249,188
83,11083,338,355,218,261,141
84,11084,194,246,376,457,389
85,11085,188,235,234,245,499
86,11086,310,313,277,321,252
87,11087,0,26,308,324,655
88,11088,177,194,310,333,546
89,11089,121,127,264,266,726
90,11090,273,340,198,248,660
91,11091,190,271,169,172,587
92,11092,183,194,391,393,441
93,11093,101,114,267,287,634
94,11094,317,321,335,415,956
95,11095,348,390,24,65,265
96,11096,51,58,276,277,278
97,11097,190,204,268,274,673
98,11098,234,235,8,10,663
99,11099,10,67,34,35,143
100,11100,69,73,189,192,863
101,11101,181,256,173,179,719
102,11102,361,369,279,319,654
103,11103,239,245,315,345,575
104,11104,303,327,7,12,178
105,11105,209,245,294,302,595
106,11106,313,323,394,395,140
107,11107,194,197,285,336,454
108,11108,39,69,283,285,86
109,11109,88,101,171,173,575
110,11110,153,180,58,74,590
111,11111,8,81,109,174,430
112,11112,40,54,103,150,746
113,11113,161,207,384,388,711
114,11114,328,329,41,61,720
115,11115,342,357,173,202,725
116,11116,9,25,59,95,105
117,11117,262,280,248,261,598
118,11118,133,180,342,342,382
119,11119,33,42,122,200,920
120,11120,316,365,374,408,818
121,11121,123,189,164,173,859
122,11122,20,31,313,327,573
123,11123,211,214,17,35,737
124,11124,338,408,30,33,322
125,11125,197,214,56,83,924
126,11126,157,164,318,332,85
127,11127,265,292,263,263,834
128,11128,136,159,287,292,154
129,11129,267,277,252,274,749
130,11130,332,333,193,220,381
131,11131,125,201,183,238,830
132,11132,36,44,259,268,95
133,11133,138,169,89,90,852
134,11134,359,371,132,167,174
135,11135,62,63,279,297,443
136,11136,363,369,397,416,987
137,11137,165,227,8,38,728
138,11138,43,58,243,243,110
139,11139,42,125,18,23,578
140,11140,255,267,18,39,498
141,11141,136,138,73,85,896
142,11142,196,212,289,307,869
143,11143,218,247,12,43,526
144,11144,245,246,215,216,892
145,11145,188,218,297,343,792
146,11146,161,166,378,406,468
147,11147,52,133,276,288,39
148,11148,149,151,136,178,639
149,11149,157,158,71,131,607
150,11150,219,245,216,219,626
151,11151,276,285,233,253,961
152,11152,68,72,210,241,247
153,11153,268,337,390,416,614
154,11154,250,282,396,421,874
155,11155,214,255,90,94,43
156,11156,252,252,132,147,914
157,11157,88,88,63,122,207
158,11158,277,314,108,148,797
159,11159,67,80,265,306,756
160,11160,332,345,98,134,130
161,11161,270,275,190,265,174
162,11162,290,341,348,352,838
163,11163,268,271,377,450,611
164,11164,137,147,181,220,969
165,11165,376,385,383,389,771
166,11166,348,353,270,299,537
167,11167,140,230,169,200,221
168,11168,273,329,379,397,298
169,11169,168,191,165,165,146
170,11170,45,45,136,150,677
171,11171,303,321,298,328,38
172,11172,139,192,214,221,557
173,11173,130,185,210,265,418
174,11174,385,388,381,400,701
175,11175,135,136,348,352,426
176,11176,333,363,267,267,876
177,11177,31,83,228,240,460
178,11178,149,153,74,80,449
179,11179,371,405,212,303,787
180,11180,10,10,218,224,165
181,11181,209,223,335,337,102
182,11182,374,403,362,372,549
183,11183,176,206,89,132,791
184,11184,62,65,383,390,20
185,11185,245,258,55,130,900
186,11186,153,166,215,252,709
187,11187,17,37,48,58,276
188,11188,20,53,117,118,534
189,11189,250,264,13,14,617
190,11190,200,211,80,145,948
191,11191,90,116,212,263,741
192,11192,70,70,258,265,278
193,11193,100,157,215,223,343
194,11194,62,93,63,70,678
195,11195,44,65,278,280,637
196,11196,231,244,277,305,526
197,11197,140,178,108,132,720
198,11198,160,220,122,123,797
199,11199,106,146,222,234,322
200,11200,162,220,388,390,483
201,11201,371,394,263,313,682
202,11202,363,366,384,402,281
203,11203,376,419,4,12,339
204,11204,331,340,113,132,934
205,11205,298,376,129,158,829
206,11206,78,91,374,381,346
207,11207,169,175,225,283,303
208,11208,369,396,272,286,986
209,11209,78,92,246,269,90
210,11210,179,186,138,179,951
211,11211,159,167,185,250,351
212,11212,42,75,340,348,838
213,11213,196,237,122,131,796
214,11214,295,297,390,407,686
215,11215,131,167,307,315,13
216,11216,224,227,98,104,694
217,11217,99,111,123,127,912
218,11218,317,326,217,223,319
219,11219,253,258,45,48,705
220,11220,162,165,240,270,467
221,11221,149,162,214,251,545
222,11222,317,344,381,441,81
223,11223,217,233,192,195,411
224,11224,157,163,260,261,445
225,11225,70,101,356,371,924
226,11226,7,8,58,85,784
227,11227,287,363,280,338,168
228,11228,178,243,344,346,419
229,11229,304,351,326,374,590
230,11230,12,14,149,151,38
231,11231,287,349,245,306,801
232,11232,284,340,136,195,315
233,11233,145,198,93,118,898
234,11234,124,128,392,394,413
235,11235,45,51,86,153,71
236,11236,384,453,208,282,77
237,11237,62,66,359,367,839
238,11238,23,33,140,170,639
239,11239,247,269,8,9,592
240,11240,171,173,93,127,481
241,11241,214,214,293,307,927
242,11242,330,388,196,207,91
243,11243,195,213,387,391,263
244,11244,261,342,338,362,87
245,11245,356,390,111,154,129
246,11246,164,174,166,204,529
247,11247,164,171,152,154,788
248,11248,347,402,239,267,114
249,11249,265,282,360,414,493
250,11250,104,108,338,401,962
251,11251,48,80,65,67,117
252,11252,290,291,180,187,844
253,11253,227,272,319,369,554
254,11254,339,353,335,340,69
255,11255,22,32,146,156,441
256,11256,201,234,364,368,247
257,11257,204,208,77,119,427
258,11258,96,187,162,199,27
259,11259,111,173,45,56,698
260,11260,342,343,133,160,87
261,11261,313,324,146,149,439
262,11262,227,227,120,164,795
263,11263,121,121,287,288,707
264,11264,242,244,154,191,374
265,11265,347,348,169,211,492
266,11266,331,354,309,323,277
267,11267,34,123,168,182,418
268,11268,198,233,309,324,466
269,11269,5,7,278,310,556
270,11270,23,43,315,351,549
271,11271,400,432,235,236,770
272,11272,29,86,334,356,750
273,11273,264,290,316,369,475
274,11274,206,231,211,230,930
275,11275,337,387,188,192,738
276,11276,121,160,277,319,805
277,11277,343,345,133,150,354
278,11278,215,271,147,167,44
279,11279,96,108,279,294,506
280,11280,342,342,86,97,588
281,11281,202,204,96,110,376
282,11282,382,409,292,294,938
283,11283,216,313,239,241,454
284,11284,359,366,161,171,23
285,11285,262,267,218,236,240
286,11286,224,269,306,308,110
287,11287,53,57,384,393,147
288,11288,363,376,202,274,622
289,11289,365,413,308,310,552
290,11290,215,218,188,201,498
291,11291,198,198,220,235,243
292,11292,397,415,143,160,232
293,11293,325,325,122,128,169
294,11294,23,25,125,138,876
295,11295,347,353,321,380,201
296,11296,349,381,203,217,963
297,11297,140,175,107,124,972
298,11298,49,92,349,353,74
299,11299,32,84,82,97,746
300,11300,178,200,65,78,688
301,11301,185,198,17,22,99
302,11302,215,222,128,169,633
303,11303,362,379,46,62,96
304,11304,300,302,241,241,741
305,11305,222,231,187,216,535
306,11306,364,386,24,105,59
307,11307,156,193,238,241,376
308,11308,188,189,89,136,775
309,11309,392,415,326,327,1
310,11310,157,210,109,119,955
311,11311,399,440,138,187,703
312,11312,310,316,136,150,225
313,11313,339,339,384,385,389
314,11314,67,67,255,300,184
315,11315,94,107,100,106,728
316,11316,247,280,46,47,877
317,11317,87,89,159,209,541
318,11318,243,273,351,358,837
319,11319,164,212,344,345,299
320,11320,135,167,109,128,554
321,11321,87,88,298,324,369
322,11322,188,208,212,220,23
323,11323,120,139,282,311,784
324,11324,164,173,190,207,116
325,11325,160,185,216,233,952
326,11326,159,230,28,80,674
327,11327,166,177,143,152,303
328,11328,189,197,280,281,534
329,11329,19,49,341,360,670
330,11330,146,171,199,200,149
331,11331,313,330,180,191,928
332,11332,328,366,374,428,48
333,11333,139,148,87,103,801
334,11334,8,26,248,308,597
335,11335,399,400,169,217,149
336,11336,190,210,109,119,903
337,11337,221,280,156,235,358
338,11338,54,63,213,213,66
339,11339,328,392,310,324,305
340,11340,382,414,353,371,763
341,11341,12,44,304,340,346
342,11342,75,128,68,137,761
343,11343,67,90,123,160,577
344,11344,333,333,148,163,56
345,11345,175,189,335,338,991
346,11346,363,367,221,229,44
347,11347,356,357,10,31,701
348,11348,131,173,209,259,940
349,11349,298,317,85,100,767
350,11350,271,358,378,426,323
351,11351,310,326,173,222,827
352,11352,92,137,394,432,653
353,11353,372,383,298,314,789
354,11354,282,289,356,358,548
355,11355,366,371,281,283,261
356,11356,43,46,236,305,481
357,11357,77,88,283,317,400
358,11358,167,204,194,264,91
359,11359,387,396,378,407,957
360,11360,114,121,217,230,466
361,11361,306,318,66,81,742
362,11362,130,149,326,355,764
363,11363,250,274,162,182,68
364,11364,57,59,220,224,312
365,11365,24,30,87,125,465
366,11366,114,116,5,5,93
367,11367,28,77,172,184,763
368,11368,304,318,211,221,656
369,11369,268,282,172,224,664
370,11370,186,211,70,120,61
371,11371,160,172,82,85,292
372,11372,245,266,184,195,398
373,11373,38,98,365,383,600
374,11374,33,53,129,158,936
375,11375,241,248,226,235,788
376,11376,16,22,31,43,6
377,11377,39,94,2,91,545
378,11378,347,364,65,102,6
379,11379,342,384,26,104,821
380,11380,281,366,327,331,782
381,11381,255,299,34,99,773
382,11382,234,236,117,129,993
383,11383,232,251,243,276,559
384,11384,323,326,45,88,859
385,11385,187,198,120,169,869
386,11386,253,288,111,143,826
387,11387,74,112,174,223,959
388,11388,282,284,70,72,428
389,11389,28,34,230,231,768
390,11390,177,227,346,352,959
391,11391,135,138,207,211,591
392,11392,189,207,103,152,40
393,11393,184,191,251,262,89
394,11394,52,85,298,302,621
395,11395,198,211,193,284,273
396,11396,110,148,368,405,483
397,11397,367,367,147,153,122
398,11398,151,168,141,143,557
399,11399,41,66,356,415,607
400,11400,278,280,298,299,472
401,11401,76,157,294,325,671
402,11402,39,48,82,103,554
403,11403,35,44,10,18,883
404,11404,30,53,206,220,627
405,11405,295,305,51,98,991
406,11406,387,396,236,274,803
407,11407,18,19,73,73,915
408,11408,13,90,97,169,311
409,11409,121,193,238,242,920
410,11410,299,332,178,221,716
411,11411,223,234,308,350,855
412,11412,308,309,19,50,673
413,11413,83,84,248,250,770
414,11414,278,330,47,69,418
415,11415,234,296,243,252,88
416,11416,86,91,315,386,603
417,11417,218,224,164,167,264
418,11418,149,163,372,410,286
419,11419,224,233,70,88,666
420,11420,8,24,184,205,47
421,11421,308,311,219,284,887
422,11422,224,227,117,141,556
423,11423,45,64,268,295,801
424,11424,177,181,186,202,804
425,11425,303,355,119,126,913
426,11426,395,398,322,385,496
427,11427,380,412,375,429,835
428,11428,58,60,124,134,616
429,11429,275,321,98,111,67
430,11430,34,56,0,5,290
431,11431,142,147,391,408,49
432,11432,178,219,254,295,550
433,11433,304,358,216,293,524
434,11434,278,297,225,243,551
435,11435,307,358,71,96,744
436,11436,370,371,279,287,638
437,11437,103,150,89,97,12
438,11438,7,7,364,409,459
439,11439,388,400,306,319,968
440,11440,221,265,203,291,890
441,11441,383,419,246,260,892
442,11442,304,327,128,170,74
443,11443,278,325,56,61,422
444,11444,91,172,60,80,917
445,11445,146,170,165,171,649
446,11446,42,59,149,149,591
447,11447,128,131,175,237,444
448,11448,322,359,126,142,549
449,11449,177,197,203,221,535
450,11450,398,401,327,364,114
451,11451,295,296,78,92,669
452,11452,314,379,151,191,195
453,11453,64,84,170,187,439
454,11454,271,282,376,381,422
455,11455,118,178,17,26,48
456,11456,204,207,111,141,385
457,11457,294,301,268,273,225
458,11458,375,405,45,52,941
459,11459,195,210,319,330,467
460,11460,100,117,145,146,266
461,11461,69,92,400,401,253
462,11462,347,395,97,108,173
463,11463,75,135,91,105,495
464,11464,73,79,377,401,964
465,11465,201,291,60,88,406
466,11466,171,255,393,402,295
467,11467,218,290,71,120,70
468,11468,310,345,263,315,59
469,11469,290,291,183,191,746
470,11470,288,298,301,305,356
471,11471,101,119,97,110,49
472,11472,157,164,367,418,891
473,11473,372,388,395,413,245
474,11474,294,303,157,173,288
475,11475,348,402,255,293,225
476,11476,316,322,10,12,203
477,11477,176,179,329,338,321
478,11478,170,188,259,285,452
479,11479,77,115,102,146,111
480,11480,281,287,100,112,273
481,11481,35,40,121,171,288
482,11482,13,29,117,118,926
483,11483,67,73,162,206,425
484,11484,95,97,369,394,39
485,11485,236,239,132,160,959
486,11486,113,117,18,31,742
487,11487,358,366,102,115,122
488,11488,252,255,134,150,269
489,11489,308,325,89,118,866
490,11490,330,337,179,221,570
491,11491,178,179,37,53,256
492,11492,391,410,204,243,456
493,11493,155,226,399,415,626
494,11494,83,157,126,128,590
495,11495,313,333,73,124,932
496,11496,387,433,352,362,715
497,11497,276,301,245,292,669
498,11498,114,125,85,116,823
499,11499,7,9,52,103,544
500,11500,167,191,93,154,14
501,11501,281,298,216,268,142
502,11502,221,239,270,274,344
503,11503,249,257,287,291,28
504,11504,39,104,268,269,790
505,11505,85,110,230,241,83
506,11506,259,263,118,127,253
507,11507,70,108,337,357,6
508,11508,75,76,21,41,924
509,11509,16,52,341,392,738
510,11510,161,176,229,260,322
511,11511,266,271,259,292,839
512,11512,242,246,105,114,877
513,11513,207,212,52,53,367
514,11514,335,351,184,206,202
515,11515,117,152,178,249,271
516,11516,311,365,130,143,67
517,11517,80,138,295,325,483
518,11518,145,151,135,139,354
519,11519,29,54,222,238,425
520,11520,7,64,57,58,384
521,11521,199,254,192,229,623
522,11522,280,343,19,85,819
523,11523,389,437,386,433,622
524,11524,93,172,143,173,370
525,11525,106,120,100,110,934
526,11526,210,225,335,336,207
527,11527,370,371,282,325,228
528,11528,173,202,196,205,667
529,11529,170,170,45,57,199
530,11530,391,453,1,57,830
531,11531,262,301,153,227,958
532,11532,160,169,346,352,51
533,11533,88,106,64,97,35
534,11534,197,198,1,12,781
535,11535,180,182,242,291,464
536,11536,71,73,218,230,114
537,11537,122,150,87,113,276
538,11538,173,182,232,248,424
539,11539,226,231,317,363,687
540,11540,199,202,125,139,121
541,11541,254,262,104,105,533
542,11542,245,280,106,112,160
543,11543,149,150,120,164,167
544,11544,54,146,114,126,332
545,11545,244,312,11,94,845
546,11546,178,180,355,415,332
547,11547,257,344,332,337,628
548,11548,111,177,325,395,73
549,11549,78,79,311,368,77
550,11550,372,423,349,379,942
551,11551,103,113,261,272,689
552,11552,151,162,319,348,943
553,11553,294,301,299,314,696
554,11554,46,136,12,34,971
555,11555,238,333,257,289,372
556,11556,223,226,322,353,641
557,11557,108,121,268,286,249
558,11558,12,76,311,332,176
559,11559,164,217,35,51,614
560,11560,297,331,196,197,280
561,11561,10,35,385,405,498
562,11562,7,19,121,160,96
563,11563,83,86,57,85,815
564,11564,322,328,322,336,937
565,11565,131,197,285,292,534
566,11566,370,374,60,60,37
567,11567,251,333,335,387,285
568,11568,258,277,138,142,317
569,11569,151,160,267,297,83
570,11570,164,175,267,269,50
571,11571,112,122,263,295,58
572,11572,128,128,12,24,649
573,11573,142,160,290,325,615
574,11574,230,283,315,338,422
575,11575,84,121,294,329,185
576,11576,285,288,214,230,115
577,11577,70,94,383,386,956
578,11578,208,247,395,399,856
579,11579,145,206,92,98,82
580,11580,199,240,360,364,766
581,11581,145,147,147,165,534
582,11582,80,81,342,352,684
583,11583,276,314,360,377,794
584,11584,194,209,339,365,762
585,11585,83,98,11,23,387
586,11586,392,400,325,336,302
587,11587,200,224,39,122,45
588,11588,201,227,297,297,684
589,11589,99,118,380,437,144
590,11590,88,90,275,278,623
591,11591,214,222,380,411,675
592,11592,302,318,344,369,491
593,11593,197,205,191,240,591
594,11594,5,16,218,254,588
595,11595,294,302,174,198,115
596,11596,382,384,106,117,365
597,11597,106,109,264,271,650
598,11598,341,345,274,280,277
599,11599,31,65,39,75,83
600,11600,3,13,340,353,697
601,11601,212,288,84,96,73
602,11602,152,173,70,139,598
603,11603,269,322,123,124,136
604,11604,234,246,343,376,400
605,11605,399,408,365,387,774
606,11606,0,73,284,284,480
607,11607,234,236,329,376,428
608,11608,326,328,299,339,586
609,11609,287,329,6,33,457
610,11610,389,451,264,271,660
611,11611,304,308,173,178,74
612,11612,20,31,237,238,157
613,11613,245,263,200,207,916
614,11614,233,264,4,44,58
615,11615,15,24,126,136,941
616,11616,123,151,260,345,386
617,11617,88,120,338,372,770
618,11618,397,429,196,204,10
619,11619,351,355,192,205,612
620,11620,162,236,34,46,696
621,11621,170,249,15,38,5
622,11622,48,62,31,38,522
623,11623,185,194,113,170,980
624,11624,77,87,5,60,910
625,11625,187,188,296,300,158
626,11626,324,342,256,269,859
627,11627,358,376,388,473,527
628,11628,309,338,299,305,334
629,11629,252,255,64,132,434
630,11630,387,389,74,89,484
631,11631,338,352,167,210,440
632,11632,266,339,294,294,951
633,11633,323,363,43,90,73
634,11634,48,51,176,212,779
635,11635,157,167,190,215,558
636,11636,195,204,221,273,53
637,11637,297,336,241,254,794
638,11638,381,412,205,228,956
639,11639,383,389,233,246,885
640,11640,32,72,204,217,936
641,11641,7,25,222,241,174
642,11642,5,15,214,237,786
643,11643,13,15,199,227,702
644,11644,177,199,392,395,761
645,11645,373,410,261,269,526
646,11646,283,367,147,147,750
647,11647,369,412,296,302,732
648,11648,386,398,101,106,751
649,11649,396,420,298,358,651
650,11650,5,35,43,49,790
651,11651,147,165,85,88,172
652,11652,238,268,173,225,857
653,11653,387,402,192,192,305
654,11654,351,428,116,177,500
655,11655,81,175,325,359,831
656,11656,70,101,52,57,343
657,11657,288,292,43,47,209
658,11658,261,263,45,45,895
659,11659,104,142,242,287,148
660,11660,235,263,107,142,364
661,11661,322,329,99,101,60
662,11662,70,85,205,233,398
663,11663,119,151,93,101,587
664,11664,319,323,135,173,765
665,11665,234,274,213,218,237
666,11666,6,7,75,78,620
667,11667,124,155,93,98,67
668,11668,163,164,307,321,458
669,11669,50,107,386,424,378
670,11670,358,375,81,151,766
671,11671,310,320,90,91,902
672,11672,69,73,272,287,528
673,11673,38,58,282,297,164
674,11674,67,76,25,101,853
675,11675,326,332,374,385,21
676,11676,31,78,250,336,833
677,11677,67,80,51,82,902
678,11678,241,245,368,375,284
679,11679,40,41,56,56,895
680,11680,312,345,167,174,320
681,11681,126,129,319,343,531
682,11682,207,303,64,127,134
683,11683,27,32,12,15,15
684,11684,244,300,313,330,98
685,11685,391,412,181,182,907
686,11686,282,323,369,381,913
687,11687,279,296,389,404,621
688,11688,298,298,146,230,791
689,11689,4,41,99,105,843
690,11690,201,230,164,166,431
691,11691,295,297,106,143,581
692,11692,72,75,67,81,806
693,11693,103,144,14,45,74
694,11694,146,179,358,359,795
695,11695,139,151,276,287,259
696,11696,264,309,319,339,202
697,11697,185,192,317,357,858
698,11698,132,156,356,377,455
699,11699,366,371,53,53,979
700,11700,250,296,85,87,829
701,11701,356,398,40,61,89
702,11702,152,164,292,293,245
703,11703,326,370,319,320,519
704,11704,361,368,102,110,364
705,11705,113,150,123,161,215
706,11706,48,110,275,275,877
707,11707,240,263,125,161,702
708,11708,328,337,215,217,197
709,11709,63,66,232,289,347
710,11710,160,192,125,152,988
711,11711,64,76,43,50,266
712,11712,364,389,186,228,600
713,11713,14,15,232,234,245
714,11714,256,267,143,144,450
715,11715,16,23,183,187,179
716,11716,314,323,341,383,823
717,11717,110,132,341,349,909
718,11718,106,120,257,269,725
719,11719,218,264,206,225,193
720,11720,366,368,294,316,185
721,11721,276,339,16,68,484
722,11722,84,85,275,311,631
723,11723,344,353,320,330,10
724,11724,120,140,39,116,889
725,11725,211,214,100,102,613
726,11726,225,231,75,92,653
727,11727,157,182,321,335,191
728,11728,142,192,74,141,614
729,11729,362,383,386,387,584
730,11730,43,66,34,37,224
731,11731,84,89,256,288,632
732,11732,80,95,196,253,58
733,11733,298,324,30,67,841
734,11734,52,138,294,320,161
735,11735,35,70,229,256,571
736,11736,79,99,360,432,602
737,11737,400,434,102,112,880
738,11738,9,23,141,147,82
739,11739,365,393,270,295,509
740,11740,30,34,25,43,295
741,11741,23,26,257,267,859
742,11742,172,178,322,345,85
743,11743,240,242,350,402,270
744,11744,158,182,219,250,939
745,11745,310,397,254,257,370
746,11746,222,293,179,260,770
747,11747,38,56,69,77,134
748,11748,137,146,32,55,760
749,11749,159,238,124,139,509
750,11750,85,115,224,279,741
751,11751,164,168,154,160,921
752,11752,360,361,169,225,984
753,11753,1,18,290,291,532
754,11754,291,321,99,135,822
755,11755,356,380,214,244,313
756,11756,98,150,195,278,128
757,11757,67,88,193,265,101
758,11758,232,239,96,113,336
759,11759,21,26,344,393,202
760,11760,95,130,141,168,607
761,11761,369,375,315,365,395
762,11762,263,279,348,370,457
763,11763,158,164,273,286,613
764,11764,180,210,324,378,903
765,11765,42,59,371,377,37
766,11766,103,145,184,185,749
767,11767,256,318,281,336,728
768,11768,393,404,193,203,503
769,11769,323,329,52,67,651
770,11770,41,96,217,231,209
771,11771,262,302,116,127,55
772,11772,102,122,267,276,326
773,11773,194,195,217,239,436
774,11774,373,440,109,143,976
775,11775,241,320,291,299,438
776,11776,366,381,32,83,740
777,11777,41,43,74,153,337
778,11778,14,55,162,205,63
779,11779,1,2,324,361,32
780,11780,26,55,21,25,293
781,11781,246,255,133,160,673
782,11782,290,335,42,56,910
783,11783,65,71,335,337,965
784,11784,145,163,192,193,457
785,11785,386,415,134,181,227
786,11786,235,263,65,102,922
787,11787,241,279,295,307,0
788,11788,36,62,2,42,646
789,11789,39,85,304,338,458
790,11790,216,240,113,123,20
791,11791,13,23,100,105,316
792,11792,20,28,62,109,211
793,11793,91,91,188,204,210
794,11794,323,333,195,236,425
795,11795,314,353,99,143,662
796,11796,41,66,3,7,527
797,11797,95,118,167,206,100
798,11798,115,120,179,188,89
799,11799,398,424,7,20,419
800,11800,340,358,42,59,403
801,11801,329,330,197,230,727
802,11802,315,319,180,189,196
803,11803,55,144,308,319,347
804,11804,206,207,19,88,490
805,11805,128,129,139,140,910
806,11806,183,259,320,334,881
807,11807,260,262,181,194,963
808,11808,304,352,46,46,438
809,11809,332,337,125,217,544
810,11810,92,103,17,52,610
811,11811,43,47,74,128,422
812,11812,276,284,319,347,304
813,11813,346,357,107,108,985
814,11814,351,366,92,94,798
815,11815,177,201,80,140,241
816,11816,206,250,207,208,954
817,11817,43,49,272,296,408
818,11818,259,261,360,366,357
819,11819,191,231,390,458,387
820,11820,198,210,215,282,175
821,11821,217,256,143,149,730
822,11822,316,397,100,135,426
823,11823,53,92,198,254,996
824,11824,313,369,201,215,329
825,11825,39,68,14,25,980
826,11826,348,384,351,393,410
827,11827,133,138,228,279,429
828,11828,394,408,48,91,135
829,11829,333,336,184,208,121
830,11830,227,278,300,365,90
831,11831,90,96,93,97,369
832,11832,300,302,362,395,148
833,11833,312,349,369,377,826
834,11834,33,101,222,263,328
835,11835,184,213,96,181,133
836,11836,218,258,188,190,205
837,11837,74,79,282,320,521
838,11838,209,211,83,126,125
839,11839,191,209,247,263,984
840,11840,307,315,227,235,203
841,11841,130,161,177,212,261
842,11842,300,381,157,204,1
843,11843,37,51,395,445,236
844,11844,165,168,265,293,738
845,11845,274,291,201,208,615
846,11846,92,133,397,417,887
847,11847,166,196,202,202,709
848,11848,114,121,118,141,177
849,11849,193,197,87,88,836
850,11850,265,282,173,181,675
851,11851,145,194,381,382,921
852,11852,259,262,243,251,271
853,11853,342,362,237,265,450
854,11854,201,252,126,133,235
855,11855,109,143,307,342,30
856,11856,340,342,271,273,194
857,11857,63,104,240,251,834
858,11858,15,15,37,118,391
859,11859,235,289,305,332,560
860,11860,65,77,288,307,669
861,11861,97,105,230,314,170
862,11862,390,402,267,271,239
863,11863,337,347,382,414,175
864,11864,42,65,187,187,493
865,11865,196,214,271,282,459
866,11866,369,387,127,135,865
867,11867,126,148,342,420,67
868,11868,74,102,99,119,354
869,11869,299,303,334,374,99
870,11870,150,152,113,136,61
871,11871,5,5,122,162,899
872,11872,259,268,241,300,779
873,11873,150,169,48,108,561
874,11874,234,275,122,122,908
875,11875,265,342,389,422,646
876,11876,5,50,230,238,175
877,11877,381,415,18,87,586
878,11878,53,72,167,170,216
879,11879,347,379,5,20,11
880,11880,301,305,223,231,584
881,11881,118,131,335,344,213
882,11882,376,376,240,250,371
883,11883,266,296,340,341,170
884,11884,98,129,368,375,442
885,11885,291,327,192,200,103
886,11886,7,13,376,379,817
887,11887,316,323,362,376,852
888,11888,342,343,173,229,116
889,11889,74,75,187,193,740
890,11890,38,64,208,213,439
891,11891,257,266,146,152,301
892,11892,282,299,53,71,544
893,11893,220,222,77,80,291
894,11894,147,153,226,242,756
895,11895,276,292,168,197,320
896,11896,161,181,351,353,220
897,11897,98,117,260,276,440
898,11898,148,151,64,94,532
899,11899,214,248,260,339,271
900,11900,168,176,227,241,627
901,11901,167,199,290,341,803
902,11902,247,250,158,165,341
903,11903,120,137,101,135,920
904,11904,296,301,319,325,92
905,11905,142,153,334,364,785
906,11906,2,45,18,56,299
907,11907,105,153,48,67,687
908,11908,247,295,303,307,670
909,11909,127,150,245,253,914
910,11910,285,292,193,197,669
911,11911,36,56,293,304,373
912,11912,227,227,129,130,240
913,11913,24,53,365,398,13
914,11914,311,311,81,120,391
915,11915,83,174,27,31,513
